source,tibschol_refs,zotero_refs,xml_id,status,location,xml_content
3_087_01_Chu_PVin commentary.xml,3_087_01,,ex87012023-03-0911-19-17,unreviewed,2a1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""2a1""/> sla'o||<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87012023-03-0911-19-17"" status=""unreviewed""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsha ba</rs> gzhung mdzes pa bskyed pa de kho na dgos 'brel gi dgos pa yin zer ro ||</seg></TEI>"
3_087_01_Chu_PVin commentary.xml,3_087_01,,ex87012023-03-0911-20-16,unreviewed,2a1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""2a1""/> sla'o||<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87012023-03-0911-20-16"" status=""unreviewed""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsha ba</rs> ni brjod bya bstan pas dgos med kyi log rtog sel zer ro|_|dgos med kyi log rtog bsal ba'i don du dgos pa dngos su brjod pa don med du thal lo|_|'dod na|_'bras bu med par dogs pa bzlog pa'i phyir dgos pa brjod do|_|ces so|_|</seg></TEI>"
3_087_01_Chu_PVin commentary.xml,3_087_01,,ex87012023-03-0911-21-20,unreviewed,25b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""25b1""/>grub na|_bsgom spang bzhi ste|_'dod chags khong khro nga rgyal ma rig pa ste|_<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87012023-03-0911-21-20"" status=""unreviewed"">tshul gsum rtags las don mthong yin<?oxy_comment_end?>| (PVin 2.1b)_zhes pa'i tshul gsum po de gang zhe na|_tshul gsum po'i ya gyal phyogs chos de ni rtags chos can rjes su dpag bya la yod par nges pa'o|_|ya gyal rtags kyi rjes 'gro'i [\[p.92-9\]43b9]khyab pa de ni rtags chos can de dang bsgrub bya'i chos yod tu mtshungs pa nyid la yang yod par nges pa'o|_|dang ni tshigs bcad la ma shong ba yin la|_nyid ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsha ba</rs>'i 'gyur la chad pa yin te |_<rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5551"">dz+nya na shri</rs>'i 'gyur las |_rjes dpag bya dang de mthun la|_yod dang med nyid la med par|_nges pa|_ces 'byung ngo |_|</seg></TEI>"
3_087_01_Chu_PVin commentary.xml,3_087_01,,ex87012023-03-0912-04-01,unreviewed,25b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""25b1""/>grub na|_bsgom spang bzhi ste|_'dod chags khong khro nga rgyal ma rig pa ste|_<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87012023-03-0912-04-01"" status=""unreviewed"">tshul gsum rtags las don mthong yin|_zhes pa'i tshul gsum po de gang zhe na|_tshul gsum po'i ya gyal phyogs chos de ni rtags chos can rjes su dpag bya la yod par nges pa'o|_|ya gyal rtags kyi rjes 'gro'i [\[p.92-9\]]khyab pa de ni rtags chos can de dang bsgrub bya'i chos yod tu mtshungs pa nyid la yang yod par nges pa'o|_|dang ni tshigs bcad la ma shong ba yin la|_nyid ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsha ba</rs>'i 'gyur la chad pa yin te|_<rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5551"">dz+nya na shri</rs>'i 'gyur las | rjes dpag bya dang de mthun la | yod dang med nyid la med par|_nges pa|_ces 'byung ngo |_|</seg></TEI>"
3_087_01_Chu_PVin commentary.xml,3_087_01,,ex87012023-03-0911-40-15,unreviewed,89b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""89b1""/> gcig kyang bum pa'i zla bor khas ma blangs pa ste ma grub pa'i phyir ro|_|<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87012023-03-0911-40-15"" status=""unreviewed""><rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">paN Di phal che ba</rs> ni rtags gnyis po de rtags btags pa ba yin par 'dod pa yin te|_<rs type=""work""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5551"">dz+nya na shri</rs>'i [\[]ti ka[;]TIk+ka [\]]</rs> las 'bras bu dang rang bzhin du btags pa ba dag gi dbye bas zhes so|_|</seg></TEI>"
3_087_01_Chu_PVin commentary.xml,3_087_01,,ex87012023-03-0911-40-53,unreviewed,89b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""89b1""/> gcig kyang bum pa'i zla bor khas ma blangs pa ste ma grub pa'i phyir ro|_|<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87012023-03-0911-40-53"" status=""unreviewed""><rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">bod thams cad</rs> ni [\[p.197-1\]]97a1 dang po rtags btags pa ba yin la|_gnyis pa rtags mtshan nyid pa yin par 'dod do|_|</seg></TEI>"
3_087_01_Chu_PVin commentary.xml,3_087_01,,ex87012023-03-0911-23-33,unreviewed,89b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""89b1""/> gcig kyang bum pa'i zla bor khas ma blangs pa ste ma grub pa'i phyir ro|_|<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87012023-03-0911-23-33"" status=""unreviewed""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsha ba</rs>'i <rs type=""work"">ti ka</rs> las yid ches bsal pa la 2 te | khas blangs rang tshig tha dad du 'dod pa dang | tha mi dad du 'dod pa'i phyogs 2 99a1 su yod do ||</seg></TEI>"
3_087_01_Chu_PVin commentary.xml,3_087_01,,ex87012023-10-04-131522,reviewed,151b7 - 151b8,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87012023-10-04-131522"" status=""reviewed"" ana=""corpusmd:colophon""><lb n=""151b7""/> bdag nyid chen po'i gzhung don ji bzhin 'chad pas gzhan gyi the tshom gcod || rang rgyud thal 'gyur gtan tshigs rnam par dag pas nus pa shin du che || tshig don legs par 'phrod cing snga phyi 'brel pas 'jug ngogs shin du bde' || de ltar chos gsum tshang ba legs par bshad pa bstan pa'i 'od zer yin || <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3747"">mi 'pham mgon</rs> dang <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3720"">klu las (em: la) dbang bsgyur</rs> dang || <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3771"">phyogs <lb n=""151b8""/> las rgyal</rs> dang <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3773""><rs type=""work"">rnam 'grel</rs> mdzad pa</rs> ste || kun kyi legs bshad 'dzin pa <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4018"">chu mig pa</rs>s || <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:6173"">chen po'i pho brang dge ba'i gnas</rs> su sbyar || legs bshad bstan pa'i 'od zer kun du 'phros pas 'gro ba thams cad kyang || nyon mongs pa dang shes bya'i sgrib pa'i mun pa stug po rab bcom ste || ji ltar ji snyed shes bya'i don kun <pb n=""152a""/><lb n=""152a1""/> blo yi mig gis legs mthong nas || spangs dang rtogs pa'i rang bzhin byang chub chen po'i go 'phang thob par shog || <rs type=""place"" ana=""corpusmd:unnamed_reference"" ref=""db:5559"">gangs can</rs> 'dir 'ongs gzhung [*] lugs 'di 'chad 'di yi don || legs par bshad dang ma bshad log <lb n=""152a2""/> par bshad pa'i don || thams cad len 'chad 'dor la 'gal zlos med phyir 'di || blo ldan legs bshad don gnyer kun gyis blang bar rigs || <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3773"">dpal ldan grags pa</rs>'i gzhung don blta bar 'dod pa gzhan gyi blo || sprin tshogs stug pos bsgribs pa'i mkha' la nyi ma blta ba bzhin | <lb n=""152a3""/> <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4018"">bdag</rs> gi blo gros dri ma med pa nam mkh'yangs pa'i dbus || rnam par nges don (nyi ma)'i dkyil 'khor skyon med rab tu gsal || ||</seg></TEI>"
3_087_01_Chu_PVin commentary.xml,3_087_01,,ex87012023-03-0911-03-47,reviewed,152a3 - 152a5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""152a3""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87012023-03-0911-03-47"" status=""reviewed"" ana=""corpusmd:colophon""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4023"">rgya shes rab dbang phyug</rs> dang <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4022"">'jang shag kya dpal</rs> <lb n=""152a4""/> dang <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4020"">rkyel grags pa seng ge</rs> las sogs pa chen po rnams kyi zhabs kyi rdul spyi bos blangs te mang du thos pa rgya mtsho'i pha rol du phyin pa'i don dang | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3780"">slob dpon chos mchog </rs>gis mdzad pa'i <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5594"">ti ka 'thad ldan</rs> dang | <rs type=""work"" ana=""corpusmd:unnamed_reference"" ref=""db:5597""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5551"">kha che dz+nya na shri</rs>'i ti ka</rs> lasogs pa mthong ba'i don | bsams <lb n=""152a5""/> pa las byung ba'i shes rab kyis legs par gtan la phab pa'i don ston par byed pa | blo la zin pa tsam gyis mkhas pa'i mchog du 'gyur zhing mkhas pa rtag tu mi nyams par byed pa'i <rs type=""work"" ana=""corpusmd:unnamed_reference"" ref=""db:5290"">ti ka chen po</rs> 'di | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4018"">shag kya'i dge slong gtsang chu mig pa seng ge dpal</rs> gyis <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:6173"">gsang phu ne'u thog gi gtsug lag <lb n=""152a6""/> khang</rs> du brtsams te <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:5595""><choice><orig>ya°</orig><reg>yar</reg></choice> lungs</rs> <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:5596"">khra 'brug gi gtsug lag khang</rs> du yi ger bkod pa'o || rdzogs s+ho || <note type=""gloss"">bkra' <abbr>shis so</abbr></note> | || dge'o || <note type=""gloss""><abbr>zhus so</abbr></note> ||</seg></TEI>"
4_108_03 srid zhi mnyam nyid kyi lta ba’i khrid_25_04_2022.xml,4_108_03,,ex108032023-10-06-113311,unreviewed,,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex108032023-10-06-113311"" status=""unreviewed"">phyi¶ la¶ 298 || <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5429"">srid zhi mnyam nyid kyi lta ba'i khrid thun bzhi'i rnal 'byor nyams su len tshul</rs> bzhugs so||</seg></TEI>"
4_108_03 srid zhi mnyam nyid kyi lta ba’i khrid_25_04_2022.xml,4_108_03,,ex108032023-10-06-111733,unreviewed,[1b1],"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex108032023-10-06-111733"" status=""unreviewed""><lb n=""[1b1]""/>༄༅༅|  ༑ |na mo gu ru <rs type=""deity"">aA+rya man+dzu shi+riA ye</rs>| rten 'brel sna tshogs la <abbr>brten nas</abbr>|| gnas lugs ji bzhin ston bya ste|| skyabs song tshogs bsams sgrib pa sbyang|| rten 'brel lugs 'bung lugs bzlog sgom||… </seg></TEI>"
4_108_03 srid zhi mnyam nyid kyi lta ba’i khrid_25_04_2022.xml,4_108_03,,ex108032023-10-06-112825,unreviewed,[1b4] - [1b5],"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex108032023-10-06-112825"" status=""unreviewed""><lb n=""[1b4]""/> <!--input incomplete--><rs type=""person"" ana="""">bla ma</rs> dang <rs type=""deity"">rje btsun 'jam pa'i dbyangs</rs> la gus par phyag <abbr>'tshal lo</abbr>||<!--input incomplete--> <milestone unit=""section"" n=""[Body of the text (ca_1b4, 96)]""/>
         'dir <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5429"">srid zhi'i mnyam nyid kyi lta ba'i khrid</rs> ston par byed pa la don 3 ste| sngon 'gro dang| dngos gzhi dang| <lb n=""[1b5]""/> rjes la ngo sprad pa'o||</seg></TEI>"
4_108_03 srid zhi mnyam nyid kyi lta ba’i khrid_25_04_2022.xml,4_108_03,,ex108032023-10-06-113435,unreviewed,[15a5] - [15a6],"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex108032023-10-06-113435"" status=""unreviewed""><lb n=""[15a5]""/> <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5429"">srid zhi mnyam nyid lta ba'i khyid</rs> 'di <rs type=""person"" ana="""">'phags pa klu sgrub</rs> yab sras dang <rs type=""person"" ana="""">dpal ldan zla ba grags pa</rs>'i <rs type=""school"">dbu ma</rs>'i gzhung lugs dag gi lung dang rigs pas kyang cung zad <lb n=""[15a6]""/> brgyan nas <rs type=""deity"">rje btsun 'jam pa'i dbyang</rs> kyi bka' 4n du <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4116"">dpa' bo rdo rje</rs>s yig ger bkod pa'o|| ||</seg></TEI>"
4_108_03 srid zhi mnyam nyid kyi lta ba’i khrid_25_04_2022.xml,4_108_03,,ex108032023-10-06-115547,unreviewed,[15a8] - [15a9],"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex108032023-10-06-115547"" status=""unreviewed"">
            <milestone unit=""section"" n=""[Post-colophon annotations (ca_15, p. 123)]""/>
        <lb n=""[15a8]""/> <!--input incomplete-->khrid 'dis kyang <rs type=""school"">dbu ma'i lta ba</rs> rnaM dag ston mod kyi| 'on kyang dngos gzhi gsang 'dus kyi 'od gsal gyi khrid yin pa'i phyir| zhi gnas kyi skabs la rigs lnga yum bzhi la sogs la brten| <abbr>ting 'dzin</abbr> sgom pa'i <lb n=""[15a9]""/> babs nan mo ma yin pa yod do|| </seg></TEI>"
4_108_03 srid zhi mnyam nyid kyi lta ba’i khrid_25_04_2022.xml,4_108_03,,ex108032023-10-06-115629,unreviewed,[15a9],"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""[15a9]""/> babs nan mo ma yin pa yod do||<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex108032023-10-06-115629"" status=""unreviewed""><rs type=""person"" ana=""corpusmd:named_referernce"" ref=""db:4593"">dpal dlan bla ma dam pa khu dbon</rs> gyi thugs dgogs rdzogs pa'i phyir du <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4137"">nyi ma dpal</rs> gyi <rs typ=""place"" ana=""corpusmd:named_reference"" ref=""db:5725"">dge ldan</rs> du bzhegs pa'o||</seg></TEI>"
2_055_01a_Ral gri_brel brtag rab byed mchan bu.xml,2_055_01a,,ex55012023-01-2321-20-21,reviewed,1a2,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex55012023-01-2321-20-21"" status=""reviewed""><lb n=""1a2""/><rs type=""work"" ref=""db:4947"" ana=""corpusmd:named_reference""><rs type=""work"" ref=""db:3775"" ana=""corpusmd:named_reference"">'brel<choice> <orig>‹pa›</orig><reg>pa</reg></choice> brtag pa</rs>'i rab tu byed pa</rs> <abbr>bzhugs</abbr> so ||</seg></TEI>"
2_055_01a_Ral gri_brel brtag rab byed mchan bu.xml,2_055_01a,,ex5501a2023-01-2321-21-06,reviewed,1b1 - 1b2,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""1b1""/> @@@ |<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex5501a2023-01-2321-21-06"" status=""reviewed"">
            <rs type=""place"" ref=""db:5558"">rgya gar</rs> skad du ¦ <rs type=""work"" ref=""db:3775"" ana=""corpusmd:named_reference"">saM ban+d+ha pa ri k+Sha pra ka ra Na ¦</rs> <rs type=""place"" ref=""db:5559"">bod</rs> skad du ¦ <rs type=""work"" ref=""db:3775"" ana=""corpusmd:named_reference"">'brel pa brtag pa'i rab tu <lb n=""1b2""/> byed pa</rs> |</seg></TEI>"
2_055_01a_Ral gri_brel brtag rab byed mchan bu.xml,2_055_01a,,ex25501a2023-01-2321-21-42,reviewed,4a4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""4a4""/> yi || dngos po tha dad<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex25501a2023-01-2321-21-42"" status=""reviewed"">
          <rs type=""work"" ref=""db:4947""><rs type=""work"" ref=""db:3775"">'brel pa brtag pa</rs>'i chan bu</rs> <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4006"">dpal ldan ral <choice><sic>bri</sic><corr>gri</corr></choice></rs>s bkod ||</seg></TEI>"
2_055_01a_Ral gri_brel brtag rab byed mchan bu.xml,2_055_01a,,ex25501a2023-01-2316-16-43,reviewed,4a4 - 4b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""4a4""/> yi || dngos po tha dad<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex25501a2023-01-2316-16-43"" status=""reviewed"" ana=""corpusmd:colophon"">
               <rs type=""work"" ref=""db:3775"" ana=""corpusmd:named_reference"">'brel pa brtag pa'i rab tu byed pa</rs> ¦ <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3776"">slob dpon mkhas pa chen po chos kyi <abbr>grags</abbr> pa</rs>s mdzad pa rdzogs s+ho ||
               <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5560""><rs type=""place"" ref=""db:5558"">rgya gar</rs> gyi mkhan <pb n=""4b""/><lb n=""4b1""/> po dz+nyA na gar+b+ha</rs> dang ¦ <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5561"">lo tsa ba ban+de nam mkha</rs>s bsgyur ||
            <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5563""><rs type=""place"" ref=""db:5558"">rgya gar</rs> gyi mkhan po dpal rab 'byor zhi ba</rs>'i zhal bzhus dang ¦ <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5562"">zhu chen gyi lo tsa ba dge slong ting 'dzin bzang po</rs>s zhu chen bgyis te gtan la phab zer |</note></seg></TEI>"
3_070_02 Shes rab kyi pha rol du phyin pa sdud pa tshigs su bcad pa'i Tik+ka snying po gsal ba.xml,3_070_02,,ex70022023-09-261,unreviewed,25a8 - 25a9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""25a8""/> rol phyin pa'i don |<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex70022023-09-261"" status=""unreviewed"" ana=""corpusmd:colophon""><milestone unit=""section"" n=""[Colophon (25a8-9) (p. 129:8-9)]""/>
                  <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5169""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3693"">sdud pa tshig bcad shes rab kyi pha rol du phyin pa tshigs su bcad pa</rs>'i ti ka snying po gsal byed</rs> zhes bya ba | <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:5702"">dpal gyi 'byung gnas zhang gad rin <lb n=""25a9""/> po che</rs> ru <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6823"">phyug po mi nyag pa</rs>s yon bdag mdzad nas | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4072"">shag kya'i dge slong grags pa tshul khrims</rs> kyis me mo klang gi lo<anchor xml:id=""a1""/> la | <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:6964""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6961""><abbr>slob dpon sangs rgyas ye shes zhabs</abbr></rs> kyi ti ka</rs> dang mthun par mdzad pa ¦ rdzogs s+ho || Iti || dge'o || bkra shis s+ho || ||</seg></TEI>"
X_0_02_Phag mo gru rnam thar W23436.xml,,JZLBKK78,exX0022025-02-2512-22-21,unreviewed,2a7 - 2b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""2a7""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022025-02-2512-22-21"" status=""unreviewed"">
<rs type=""person"" ref=""db:3856"" ana=""corpusmd:named_reference"">'gro ba'i bla ma phag mo <pb n=""2b""/><lb n=""2b1""/>gru pa </rs> nyid || dbus phyogs <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3834"">stod lungs rgya</rs>'i grwa sar byon || snyen rdzogs mdzad nas mtshan nyid bshad chos slabs || mkhas mchog yongs su grogs la phyag 'tshal bstod ||</seg></TEI>"
X_0_02_Phag mo gru rnam thar W23436.xml,,JZLBKK78,exX0022025-03-0611-45-23,unreviewed,8b6 - 9a1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""8b6""/> dbus phyogs stod lungs rgya'i grwa sar byon || snyen rdzogs mdzad nas mtshan nyid bshad chos slab || mkhas mchog yongs su grags la phyag 'tshal bstod<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022025-03-0611-45-23"" status=""unreviewed"">de yang <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3856"">'gro ba'i bla ma phag mo gru pa</rs> nyid kyis ¦ nyid <lb n=""8b7""/> la dbus kyi sa cha na yar gdan phebs ¦ <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3834"">stod lungs rgya</rs>'i grwa sa bya bar byon | tshogs der phebs mi thog ja 'bul ba dang bcas pa mdzad do || 
 de'i gnangs la zhugs la yongs su rdzogs par bya ba'i phyir | snyen rdzogs mdzad par dgongs te <!--p. 403--><pb n=""9a""/><lb n=""9a1""/> <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3915"">dge ba'i bshes gnyen bya yul ba</rs> la mkhan po zhus | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3834"">stod lungs rgya</rs> yis slob dpon mdzad ¦</seg></TEI>"
X_0_02_Phag mo gru rnam thar W23436.xml,,JZLBKK78,exX0022025.03.0514.55.37,unreviewed,9a2 - 9a3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""9a2""/> pa mdzad do | de'i tshe lo yang ¦ gnaM sngon po la le tog gi char babs so |<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022025.03.0514.55.37"" status=""unreviewed"">de nas <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3834"">dge bshes rgya'i </rs> grwa sa der bzhugs | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3834"">dge bshes bya</rs><!--""bya"" is here likely a mistake for ""rgya"" (phonological equiv.)--> rang gi drung du chos kyi dngos gzhi zhus ¦ <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3837"">dge bshes g.yor po ba </rs> la zhar chos kyi slob dpon mdzad nas <lb n=""9a3""/> tshad ma dang mngon pa lhag par slabs ¦ 
  <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3915"">dge bshes bya yul ba </rs> la 'dul ba slabs ¦ <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3844"">dge bshes myang rin po che </rs> la byaMs chos la sogs pa kun slabs ¦ </seg></TEI>"
X_0_02_Phag mo gru rnam thar W23436.xml,,JZLBKK78,exX0022025.03.0514.55.372,unreviewed,9a4 - 9a7,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX0022025.03.0514.55.372"" status=""unreviewed"">
  dus de'i dus na ¦ dgung lo nyi shu rtsa brgyad pa yin ¦ de lta bu'i mtshan nyid kyi chos rnaMs la <lb n=""9a4""/> <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:6650"">dbus</rs> <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:5915"">rtsang</rs> du grwa skor mang po mdzad pas ¦ skyes bu de dag gi sus dang zin pa med cing | <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:6650"">dbus</rs> <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:5915"">rtsang</rs> 2 su mkhas pa'i grags pa chen po yang byung ngo |  
  tshad ma'i chos kun <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3831"">dge bshes bya pa </rs> rang gtso che bar gsan no | 
  de nas <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:7185"">bla ma dmar </rs><lb n=""9a5""/> gyi drung du gsang sngags kyi chos rtso? gsan no | 
  dbus kyi phyogs der mdo sngags kyi chos la yang shin du mkhas par grags so | 
  de ltar mtshan nyid slob pa'i dus su yang ¦ mi rtag pa rgyud la 'khrungs zhing | 'khor ba'i chos la skyo <lb n=""9a6""/> shas che bar 'jig rten chos brgyad kun grol [READING SGROL] du shig shig 'gro ba byung zhing ¦ nges 'byung tshed pa yang thugs rgyud la 'khrungs pa byung ngo | thugs rgyud la 'khrungs dang ¦ res 1 mtshan nyid kyi chos la 'chad nyan mdzad de skyes <lb n=""9a7""/> bu mkhas pa'i grags pa yang thob ¦ mtshan nyid kyi chos rnams la yig 'jogs Ti ka yang mang du mdzad do | mkhas mchog yong su grags la phyag 'tshal bstod | ces pa'i don to |</seg></TEI>"
4_113_05_image_set_from_MW3CN3014_64863C.xml,4_113_05,,ex113522024-11-01-12-09,unreviewed,6b9?,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""6b9?""/>par bshad pa 3 las dang po ni | skye ba blos sman pa dag zhes bya ba lasog pa yine |<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex113522024-11-01-12-09"" status=""unreviewed"">
               de la <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref="""">khig</rs> 'di snyaM du mngo+ongs rgyano |</seg>
               
                gzhi gnyen rnaM pa mthag brjod byar bsdus nas bstan pa don thar la | de yuM gyis bstan zins de dang zlos piro zhe na | skyon te | bstos rtsaMs pa dgoso chos 4 dang ldan pa yino zhes bstan yir dgos 'brelya</TEI>"
